Station: Magadino-Cadenazzo
Rural, < 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
26.07.2021 06:00;53.8;5.3;0.2;;5.7;0.2;5.5;17.1;0.0;16.7
26.07.2021 07:00;52.5;8.7;0.4;;5.1;0.3;9.7;17.9;0.0;106.0
26.07.2021 08:00;54.2;7.9;0.8;;5.3;0.3;10.5;19.5;0.0;315.0
26.07.2021 09:00;58.9;6.5;0.7;;5.2;0.2;8.2;19.9;0.0;277.7
26.07.2021 10:00;67.1;5.5;0.5;;5.0;0.2;7.1;21.0;0.0;429.0
26.07.2021 11:00;71.3;5.4;0.4;;5.3;0.3;7.0;21.6;0.0;475.0
26.07.2021 12:00;81.8;3.6;0.3;;5.0;0.2;4.6;23.6;0.0;608.5
26.07.2021 13:00;92.6;2.3;0.2;;4.7;0.2;2.6;24.0;0.1;401.2
26.07.2021 14:00;97.5;4.9;0.2;;4.5;0.2;5.4;24.8;0.0;456.7
26.07.2021 15:00;101.6;4.3;0.3;;4.8;0.3;4.9;25.5;0.0;499.7
26.07.2021 16:00;101.4;3.5;0.3;;5.6;0.3;3.4;24.8;0.0;306.8
26.07.2021 17:00;94.3;4.9;0.2;;5.7;0.3;5.0;22.3;2.4;60.8
26.07.2021 18:00;95.8;3.9;0.2;;7.3;0.3;4.0;20.6;4.3;155.0
26.07.2021 19:00;91.1;5.6;0.1;;6.5;0.2;5.7;19.8;1.1;52.5
26.07.2021 20:00;83.5;4.1;0.1;;6.1;0.2;4.0;20.0;8.6;26.5
26.07.2021 21:00;83.6;2.9;0.1;;6.5;0.2;2.7;19.5;8.7;0.2
26.07.2021 22:00;75.5;3.1;0.1;;6.3;0.2;3.3;19.3;0.8;0.0
26.07.2021 23:00;76.7;2.2;0.1;;6.3;0.2;2.2;19.3;0.0;0.3
27.07.2021 00:00;72.9;2.5;0.2;;6.0;0.2;2.7;18.6;0.0;0.2
27.07.2021 01:00;58.7;3.1;0.3;;6.2;0.2;3.2;18.0;0.0;0.0
27.07.2021 02:00;61.0;3.0;0.8;;6.0;0.2;3.1;18.3;0.4;0.0
27.07.2021 03:00;65.9;2.0;0.5;;5.6;0.1;1.9;18.0;0.2;0.0
27.07.2021 04:00;58.2;2.6;0.5;;5.4;0.1;2.3;17.8;0.0;0.0
27.07.2021 05:00;46.4;3.6;1.0;;5.6;0.2;3.7;17.6;0.0;0.0
27.07.2021 06:00;35.7;7.2;2.2;;6.1;0.2;7.4;17.5;1.3;3.2
27.07.2021 07:00;30.5;12.7;1.7;;5.9;0.3;13.6;17.8;1.1;41.0
27.07.2021 08:00;30.5;11.4;1.1;;5.9;0.3;12.8;18.0;0.4;79.8
27.07.2021 09:00;32.2;14.0;0.9;;6.6;0.4;17.9;18.5;0.7;146.8
27.07.2021 10:00;33.0;11.1;0.6;;5.9;0.4;13.0;18.3;0.6;85.0
27.07.2021 11:00;33.0;10.9;0.5;;5.6;0.4;13.6;18.9;0.6;114.3
27.07.2021 12:00;34.5;13.6;0.4;;6.0;0.5;18.0;19.2;0.4;191.8
27.07.2021 13:00;35.0;13.3;0.4;;6.1;0.4;16.9;19.5;2.9;152.8
27.07.2021 14:00;39.1;14.6;0.3;;6.1;0.4;18.9;19.9;2.2;215.5
27.07.2021 15:00;55.8;7.9;0.3;;5.2;0.3;10.4;21.4;0.0;374.7
27.07.2021 16:00;57.5;7.4;0.2;;5.3;0.3;9.1;21.4;0.0;228.8
27.07.2021 17:00;63.2;6.8;0.3;;5.6;0.3;8.6;21.9;0.0;348.0
27.07.2021 18:00;58.2;9.9;0.3;;4.8;0.3;10.7;21.7;0.0;90.3
27.07.2021 19:00;50.2;8.9;1.2;;5.1;0.4;9.3;21.3;0.0;67.8
27.07.2021 20:00;48.0;10.7;1.5;;5.6;0.3;11.0;20.4;0.5;7.5
27.07.2021 21:00;38.3;8.8;0.7;;5.9;0.4;8.8;19.7;2.7;0.0
27.07.2021 22:00;36.1;8.9;0.4;;6.4;0.4;9.0;19.6;12.2;0.0
27.07.2021 23:00;55.0;5.5;0.4;;5.4;0.2;5.7;19.2;3.2;0.0
28.07.2021 00:00;53.7;4.2;0.2;;4.7;0.2;4.3;19.1;7.4;0.0
28.07.2021 01:00;55.7;4.2;0.2;;4.4;0.2;4.4;19.0;28.9;0.0
28.07.2021 02:00;55.0;4.0;0.2;;4.6;0.2;4.0;18.9;6.2;0.0
28.07.2021 03:00;48.3;7.4;0.1;;4.4;0.2;7.8;19.0;0.1;0.0
28.07.2021 04:00;41.9;4.2;0.1;;4.3;0.2;4.5;18.8;0.0;0.0
28.07.2021 05:00;41.7;4.2;0.1;;4.9;0.2;4.3;18.8;4.3;0.0
28.07.2021 06:00;43.3;4.1;0.1;;4.7;0.2;4.3;18.8;3.1;3.7
28.07.2021 07:00;40.4;8.9;0.1;;4.9;0.3;9.6;18.9;1.3;14.7
28.07.2021 08:00;39.8;10.1;0.1;;4.9;0.3;11.0;19.0;3.0;22.0
28.07.2021 09:00;43.4;7.6;0.1;;4.1;0.2;8.3;19.1;2.5;22.0
28.07.2021 10:00;43.7;9.6;0.1;;3.4;0.4;11.0;19.4;0.5;55.3
28.07.2021 11:00;40.7;21.6;0.3;;4.7;0.6;26.1;19.8;0.6;102.3
28.07.2021 12:00;50.3;17.9;0.2;;4.7;0.5;19.9;19.8;1.5;55.2
28.07.2021 13:00;56.7;11.7;0.2;;5.1;0.4;13.6;20.3;0.1;133.2
28.07.2021 14:00;61.6;11.0;0.2;;4.7;0.3;11.7;19.4;11.4;20.0
28.07.2021 15:00;65.8;11.3;0.2;;4.5;0.4;12.5;19.4;0.4;89.5
28.07.2021 16:00;69.8;7.3;0.2;;4.1;0.3;8.9;20.5;0.0;288.0
28.07.2021 17:00;72.6;6.1;0.2;;4.1;0.2;7.1;20.9;0.0;228.3
28.07.2021 18:00;75.2;5.5;0.2;;4.1;0.3;6.2;21.4;0.0;265.8
28.07.2021 19:00;70.3;5.1;0.2;;4.2;0.2;5.6;21.6;0.0;166.0
28.07.2021 20:00;55.4;6.7;0.2;;4.9;0.3;7.0;20.1;0.0;26.2
28.07.2021 21:00;43.7;9.4;0.5;;5.9;0.4;9.5;19.2;0.0;0.2
28.07.2021 22:00;32.0;7.9;0.5;;6.4;0.3;8.1;18.6;0.0;0.0
28.07.2021 23:00;29.8;7.2;0.5;;6.7;0.3;7.1;18.2;0.0;0.0
29.07.2021 00:00;27.2;7.2;0.5;;6.9;0.3;7.6;17.7;0.0;0.0
29.07.2021 01:00;27.3;5.7;0.4;;6.9;0.3;5.9;17.4;0.0;0.0
29.07.2021 02:00;26.8;5.5;0.5;;6.8;0.3;5.6;16.9;0.0;0.0
29.07.2021 03:00;21.2;5.3;0.5;;6.8;0.3;5.6;16.3;0.0;0.0
29.07.2021 04:00;25.6;4.9;1.1;;7.1;0.3;5.1;16.5;0.0;0.0
29.07.2021 05:00;21.9;6.2;1.1;;6.7;0.3;6.2;15.9;0.0;0.2
29.07.2021 06:00;13.8;5.0;0.7;;6.6;0.3;5.8;14.9;0.0;24.0
29.07.2021 07:00;15.6;6.8;1.0;;6.4;0.4;10.3;16.6;0.0;154.3
29.07.2021 08:00;24.2;9.6;1.8;;6.3;0.5;15.8;18.5;0.0;254.3
29.07.2021 09:00;31.1;8.0;2.4;;6.1;0.4;13.2;19.8;0.0;469.5
29.07.2021 10:00;42.5;6.5;1.6;;6.0;0.4;10.6;21.7;0.0;671.5
29.07.2021 11:00;50.5;7.9;1.1;;6.7;0.7;12.4;23.0;0.0;655.8
29.07.2021 12:00;76.3;3.4;0.6;;6.2;0.3;4.3;24.9;0.0;858.2
29.07.2021 13:00;83.3;2.8;0.6;;6.5;0.4;3.9;26.5;0.0;889.3
29.07.2021 14:00;91.5;2.9;0.4;;6.7;0.3;3.6;27.2;0.0;869.7
29.07.2021 15:00;100.5;2.8;0.4;;8.4;0.4;3.3;27.7;0.0;789.2
29.07.2021 16:00;109.4;3.9;0.4;;9.5;0.4;4.3;28.0;0.0;665.5
29.07.2021 17:00;123.7;4.0;0.4;;10.4;0.4;4.2;28.0;0.0;510.0
29.07.2021 18:00;119.2;3.4;0.4;;10.3;0.4;3.7;27.6;0.0;336.0
29.07.2021 19:00;103.1;3.2;0.3;;10.2;0.4;3.2;26.5;0.0;158.8
29.07.2021 20:00;86.3;4.7;0.3;;10.4;0.4;4.5;23.9;0.0;25.2
29.07.2021 21:00;64.8;6.2;0.3;;10.6;0.4;5.7;21.7;0.0;0.0
29.07.2021 22:00;44.1;5.2;0.2;;10.7;0.4;5.3;20.0;0.0;0.0
29.07.2021 23:00;39.1;7.7;0.2;;11.3;0.4;7.6;19.8;0.0;0.0
30.07.2021 00:00;28.6;7.9;0.3;;11.6;0.4;8.0;18.9;0.0;0.0
30.07.2021 01:00;23.7;8.8;0.4;;11.9;0.4;9.0;18.8;0.0;0.0
30.07.2021 02:00;16.4;8.2;0.3;;12.2;0.4;8.5;18.0;0.0;0.0
30.07.2021 03:00;17.8;8.0;0.4;;12.2;0.4;8.7;17.8;0.0;0.0
30.07.2021 04:00;13.8;7.3;0.3;;11.9;0.4;7.6;17.0;0.0;0.0
30.07.2021 05:00;12.4;7.0;0.3;;11.7;0.4;7.4;17.1;0.0;0.2
30.07.2021 06:00;11.6;10.6;0.2;;12.0;0.4;12.9;17.0;0.0;21.0
30.07.2021 07:00;16.1;10.1;0.5;;11.9;0.4;15.0;18.5;0.0;145.7
30.07.2021 08:00;31.9;10.3;1.7;;12.0;0.5;15.2;20.7;0.0;309.8
30.07.2021 09:00;40.3;11.0;6.4;;12.1;0.5;15.0;22.0;0.0;321.3
30.07.2021 10:00;51.1;8.7;6.5;;12.2;0.5;11.7;23.3;0.0;392.5
30.07.2021 11:00;53.9;8.3;3.5;;12.3;0.5;10.3;23.6;0.0;292.3
30.07.2021 12:00;59.2;8.5;3.0;;13.5;0.6;10.2;24.1;0.0;329.7
30.07.2021 13:00;78.2;5.2;1.4;;11.8;0.5;6.2;25.8;0.0;645.0
30.07.2021 14:00;91.4;3.1;0.8;;11.3;0.4;3.5;27.1;0.0;834.8
30.07.2021 15:00;93.9;3.5;0.6;;11.9;0.5;4.0;25.8;0.0;392.5
30.07.2021 16:00;109.0;4.3;0.6;;12.7;0.5;5.0;27.7;0.0;646.3
30.07.2021 17:00;117.3;3.7;0.6;;12.8;0.5;3.8;27.6;0.0;472.0
30.07.2021 18:00;125.6;5.8;0.5;;14.6;0.6;5.9;25.3;0.0;27.3
30.07.2021 19:00;123.7;8.7;0.5;;16.3;0.6;8.5;23.6;0.0;14.0
30.07.2021 20:00;100.6;5.2;0.3;;12.3;0.4;5.3;22.6;0.0;9.3
30.07.2021 21:00;85.3;4.9;0.2;;9.4;0.3;4.7;21.7;0.0;0.0
30.07.2021 22:00;70.0;8.3;0.3;;11.6;0.5;8.5;21.4;0.0;0.0
30.07.2021 23:00;62.9;6.9;0.4;;12.0;0.4;6.9;21.1;0.0;0.0
31.07.2021 00:00;47.6;7.8;0.6;;11.4;0.5;7.9;20.0;0.0;0.0
31.07.2021 01:00;34.8;6.6;0.4;;12.0;0.5;6.9;19.5;0.0;0.0
31.07.2021 02:00;28.9;8.5;0.3;;11.5;0.4;8.6;19.3;0.0;0.0
31.07.2021 03:00;24.0;7.2;0.3;;10.7;0.4;7.6;19.1;0.0;0.0
31.07.2021 04:00;21.8;10.0;0.3;;10.7;0.4;10.3;18.8;0.0;0.0
31.07.2021 05:00;17.0;8.1;0.3;;10.5;0.4;8.3;18.3;0.0;0.0
31.07.2021 06:00;14.8;7.9;0.3;;10.4;0.4;8.8;18.2;0.0;12.8
31.07.2021 07:00;18.4;8.9;0.7;;14.0;0.8;12.7;19.1;0.0;143.5
31.07.2021 08:00;26.1;8.6;1.3;;10.8;0.5;12.9;20.7;0.0;290.8
31.07.2021 09:00;35.5;6.3;1.3;;9.0;0.4;8.1;21.3;0.0;198.7
31.07.2021 10:00;35.9;7.7;1.2;;9.6;0.5;10.2;21.9;0.0;234.2
31.07.2021 11:00;54.0;4.5;1.1;;9.3;0.4;6.3;23.5;0.0;631.3
31.07.2021 12:00;76.8;3.1;0.6;;9.3;0.4;3.9;25.9;0.0;869.8
31.07.2021 13:00;98.7;2.4;0.5;;10.9;0.4;2.5;26.3;0.0;402.7
31.07.2021 14:00;87.4;4.8;0.5;;11.5;0.5;5.4;25.4;0.0;203.8
31.07.2021 15:00;91.9;4.5;0.4;;10.8;0.4;4.9;25.4;0.0;326.8
31.07.2021 16:00;95.8;3.9;0.3;;9.5;0.4;3.6;23.8;0.4;25.2
31.07.2021 17:00;91.5;5.9;0.2;;8.7;0.3;6.1;20.7;15.2;33.0
31.07.2021 18:00;93.4;4.1;0.2;;6.6;0.2;4.1;20.1;0.2;15.5
31.07.2021 19:00;91.9;4.1;0.1;;6.1;0.2;4.1;20.0;0.6;3.8
31.07.2021 20:00;80.2;4.6;0.1;;6.3;0.2;4.7;19.3;0.0;1.0
31.07.2021 21:00;72.3;4.8;0.1;;6.4;0.2;4.7;18.8;3.5;0.0
31.07.2021 22:00;70.8;4.8;0.2;;6.3;0.2;4.6;18.8;0.1;0.0
31.07.2021 23:00;68.9;4.0;0.4;;5.6;0.2;4.1;18.8;0.0;0.0
01.08.2021 00:00;60.6;5.1;0.5;8.0;5.6;0.2;4.9;18.4;2.9;0.0
01.08.2021 01:00;72.2;4.1;0.3;7.8;4.7;0.1;4.1;18.4;1.7;0.0
01.08.2021 02:00;67.3;3.3;0.3;7.7;3.9;0.1;3.6;17.8;0.0;0.0
01.08.2021 03:00;59.5;3.7;0.3;7.7;3.9;0.1;3.8;17.9;0.0;0.0
01.08.2021 04:00;47.3;4.1;0.3;10.4;4.4;0.1;4.3;17.2;0.0;0.0
01.08.2021 05:00;48.5;4.4;0.6;10.1;4.1;0.1;4.5;17.3;0.0;0.0
01.08.2021 06:00;38.5;4.1;0.5;11.8;4.1;0.1;4.5;17.1;0.0;8.2
01.08.2021 07:00;47.2;5.6;0.9;9.8;3.7;0.1;6.0;18.1;0.0;96.2
01.08.2021 08:00;53.2;4.2;1.1;6.8;2.6;0.1;4.9;19.3;0.0;196.3
01.08.2021 09:00;57.3;2.8;0.5;5.4;2.1;0.1;3.3;19.9;0.0;268.8
01.08.2021 10:00;58.2;3.0;0.7;4.7;1.6;0.1;4.3;21.5;0.0;579.3
01.08.2021 11:00;59.5;2.8;0.4;4.0;1.5;0.1;3.5;21.5;0.0;359.7
01.08.2021 12:00;63.8;1.9;0.2;3.3;1.0;0.0;2.6;23.1;0.0;564.0
01.08.2021 13:00;62.0;3.0;0.2;1.8;0.6;0.1;3.4;22.5;0.0;214.2
01.08.2021 14:00;56.4;2.3;0.2;3.9;1.3;0.1;2.6;20.9;0.5;152.5
01.08.2021 15:00;52.5;2.9;0.3;4.0;1.4;0.1;3.3;20.9;0.0;204.5
01.08.2021 16:00;49.9;2.9;0.3;3.0;1.2;0.1;3.7;21.7;0.0;442.3
01.08.2021 17:00;58.9;1.8;0.4;2.3;0.8;0.0;2.3;23.1;0.0;513.7
01.08.2021 18:00;58.6;3.1;0.3;2.9;0.8;0.1;3.7;22.6;0.0;139.2
01.08.2021 19:00;49.4;4.0;0.3;3.4;1.1;0.1;4.6;21.7;0.0;119.8
01.08.2021 20:00;49.6;3.9;0.3;4.3;1.3;0.1;4.1;20.0;0.0;23.0
01.08.2021 21:00;48.0;3.9;0.3;4.5;1.6;0.1;3.8;18.7;0.0;0.0
01.08.2021 22:00;45.4;3.9;0.9;8.8;4.1;0.1;3.6;17.5;0.0;0.0
01.08.2021 23:00;36.5;3.6;0.9;12.7;7.3;0.1;3.7;15.4;0.0;0.0
02.08.2021 00:00;38.1;2.8;0.5;10.8;5.7;0.1;2.8;15.3;0.0;0.0
02.08.2021 01:00;37.9;2.9;0.3;9.9;4.0;0.1;2.9;14.6;0.0;0.0
02.08.2021 02:00;36.3;3.0;0.2;8.9;3.2;0.1;2.8;14.3;0.0;0.0
02.08.2021 03:00;34.3;2.4;0.2;8.0;2.7;0.1;2.1;13.5;0.0;0.0
02.08.2021 04:00;41.5;2.1;0.2;8.0;2.4;0.0;2.1;14.4;0.0;0.0
02.08.2021 05:00;38.6;2.5;0.2;7.2;2.2;0.0;2.6;13.3;0.0;0.0
02.08.2021 06:00;41.6;4.6;0.2;7.3;2.0;0.1;4.7;14.2;0.0;14.3
02.08.2021 07:00;41.3;5.3;0.3;6.5;1.9;0.1;5.9;15.0;0.0;81.7
02.08.2021 08:00;43.8;5.0;0.4;6.7;1.8;0.1;6.3;17.0;0.0;204.0
02.08.2021 09:00;48.6;6.6;0.6;6.8;1.8;0.1;8.5;18.6;0.0;332.3
02.08.2021 10:00;55.9;4.8;0.6;6.1;1.8;0.1;6.3;20.0;0.0;523.2
02.08.2021 11:00;62.0;4.2;0.5;6.6;1.9;0.1;5.9;21.6;0.0;755.3
02.08.2021 12:00;72.0;3.9;0.4;6.2;1.9;0.2;5.0;23.1;0.0;886.5
02.08.2021 13:00;83.9;2.1;0.3;4.3;1.7;0.1;2.7;24.0;0.0;903.5
02.08.2021 14:00;89.1;1.5;0.2;3.1;1.3;0.0;1.8;24.3;0.0;735.3
02.08.2021 15:00;86.7;2.4;0.2;3.8;1.4;0.1;2.6;24.0;0.0;549.0
02.08.2021 16:00;92.4;1.9;0.2;3.9;1.3;0.1;2.0;25.2;0.0;605.3
02.08.2021 17:00;98.8;2.7;0.3;4.4;1.5;0.1;2.9;25.4;0.0;544.3
02.08.2021 18:00;106.0;3.2;0.3;5.3;1.7;0.1;3.4;24.8;0.0;353.5
02.08.2021 19:00;91.4;3.0;0.3;4.5;1.7;0.1;3.1;23.5;0.0;156.7
02.08.2021 20:00;68.6;4.0;0.2;5.2;2.1;0.2;4.2;19.7;0.0;14.5
02.08.2021 21:00;44.0;6.0;0.2;6.4;2.3;0.2;6.0;17.5;0.0;0.0
02.08.2021 22:00;37.9;6.4;0.2;8.4;2.6;0.2;6.1;16.7;0.0;0.0
02.08.2021 23:00;31.7;5.9;0.2;7.3;2.6;0.2;5.8;16.5;0.0;0.0
03.08.2021 00:00;26.2;6.1;0.2;8.9;3.0;0.2;6.4;15.6;0.0;0.0
03.08.2021 01:00;23.2;7.3;0.3;8.3;3.1;0.2;7.7;15.7;0.0;0.0
03.08.2021 02:00;17.3;6.9;0.2;10.5;3.4;0.2;7.1;15.6;0.0;0.0
03.08.2021 03:00;17.6;7.7;0.3;9.7;3.4;0.2;7.8;15.9;0.0;0.0
03.08.2021 04:00;18.0;9.4;0.3;9.7;3.5;0.2;9.5;16.2;0.2;0.0
03.08.2021 05:00;26.3;11.4;0.6;9.8;3.9;0.2;11.4;16.0;8.8;0.0
03.08.2021 06:00;31.1;7.2;0.7;7.9;3.4;0.2;7.2;15.9;0.0;6.5
03.08.2021 07:00;27.1;10.4;0.5;8.8;3.6;0.2;11.5;16.1;2.6;33.7
03.08.2021 08:00;27.7;11.7;0.3;7.3;3.5;0.3;12.6;16.2;6.6;19.2
03.08.2021 09:00;35.8;13.6;0.3;6.2;3.2;0.3;14.6;16.1;13.0;28.2
03.08.2021 10:00;48.0;11.9;0.2;4.8;2.6;0.3;13.4;16.3;3.6;108.2
03.08.2021 11:00;59.0;7.7;0.3;3.6;2.0;0.2;9.3;17.4;0.0;250.7
03.08.2021 12:00;60.8;4.7;0.2;3.2;1.8;0.1;5.3;18.3;0.1;227.7
03.08.2021 13:00;64.2;4.0;0.2;3.6;1.8;0.2;5.3;19.3;0.1;527.5
03.08.2021 14:00;73.6;3.7;0.3;5.1;2.0;0.1;4.8;20.8;0.0;634.8
03.08.2021 15:00;72.8;3.1;0.2;4.4;2.2;0.2;3.5;20.4;0.2;202.7
03.08.2021 16:00;74.1;3.4;0.2;4.2;2.3;0.2;3.6;20.3;0.0;143.3
03.08.2021 17:00;68.0;4.7;0.3;4.9;2.7;0.2;5.1;20.2;0.1;127.0
03.08.2021 18:00;54.3;6.8;0.2;6.8;3.3;0.3;7.1;19.7;0.0;98.2
03.08.2021 19:00;54.8;6.9;0.2;7.3;3.4;0.2;7.4;20.0;0.0;101.3
03.08.2021 20:00;58.3;5.0;0.4;7.2;3.4;0.2;4.8;19.2;0.0;12.5
03.08.2021 21:00;48.3;6.4;2.4;8.7;4.4;0.2;6.6;18.5;0.3;0.0
03.08.2021 22:00;39.7;7.1;2.1;10.2;4.9;0.3;7.3;18.1;1.0;0.0
03.08.2021 23:00;33.6;7.1;1.4;11.1;5.3;0.2;7.2;17.7;3.2;0.0
04.08.2021 00:00;34.7;5.1;0.8;10.6;5.3;0.2;5.4;17.5;0.2;0.0
04.08.2021 01:00;36.5;4.9;0.7;9.1;5.1;0.2;5.0;17.4;1.5;0.0
04.08.2021 02:00;41.3;3.6;0.6;8.3;4.9;0.2;3.9;17.1;1.4;0.0
04.08.2021 03:00;40.9;3.6;0.5;9.1;5.0;0.2;3.6;17.0;0.6;0.0
04.08.2021 04:00;50.2;2.5;0.4;7.5;4.6;0.1;2.5;16.7;5.0;0.0
04.08.2021 05:00;47.7;2.9;0.4;7.2;4.4;0.1;3.0;16.7;3.4;0.0
04.08.2021 06:00;45.9;5.6;0.4;7.5;4.4;0.2;5.3;16.7;1.4;1.3
04.08.2021 07:00;31.5;6.5;0.8;7.4;4.5;0.2;7.2;16.9;0.2;26.2
04.08.2021 08:00;23.8;9.8;1.4;9.0;5.4;0.3;10.7;17.0;2.3;28.5
04.08.2021 09:00;23.5;10.0;1.7;8.8;5.4;0.3;12.5;17.3;0.2;86.0
04.08.2021 10:00;27.9;8.9;2.8;9.1;5.5;0.3;11.6;17.8;0.0;141.2
04.08.2021 11:00;31.2;9.6;1.9;8.4;5.2;0.3;11.7;17.8;1.6;126.2
04.08.2021 12:00;38.3;8.6;1.1;7.8;4.8;0.2;9.8;17.9;2.2;67.3
04.08.2021 13:00;44.2;6.1;0.6;6.1;4.1;0.2;6.6;17.1;7.0;52.0
04.08.2021 14:00;44.4;10.6;0.4;6.3;4.2;0.3;11.7;17.0;6.7;44.5
04.08.2021 15:00;39.0;13.4;0.4;5.9;4.1;0.3;14.6;17.0;5.4;45.7
04.08.2021 16:00;43.3;10.4;0.3;5.3;3.7;0.3;11.4;17.0;6.6;37.8
04.08.2021 17:00;40.6;11.4;0.4;4.5;3.2;0.3;12.5;17.3;1.8;61.8
04.08.2021 18:00;36.8;10.4;0.4;4.4;2.8;0.3;11.4;17.5;0.1;49.3
04.08.2021 19:00;32.5;10.6;0.3;5.9;3.3;0.3;11.7;17.6;0.0;40.8
04.08.2021 20:00;27.7;10.4;0.3;6.0;3.5;0.3;10.9;17.5;0.0;8.8
04.08.2021 21:00;19.8;10.1;0.2;7.5;4.0;0.3;10.2;17.3;0.2;0.0
04.08.2021 22:00;14.5;12.4;0.3;9.9;4.8;0.4;12.5;17.2;0.7;0.0
04.08.2021 23:00;16.8;11.3;0.4;9.7;5.1;0.4;11.4;17.3;1.1;0.0
05.08.2021 00:00;37.8;6.3;0.6;6.8;2.8;0.2;6.5;17.5;0.5;0.0
05.08.2021 01:00;27.9;6.3;0.8;7.7;3.3;0.2;6.3;16.8;0.0;0.0
05.08.2021 02:00;23.2;6.8;0.6;8.4;3.7;0.2;7.1;16.3;0.0;0.0
05.08.2021 03:00;22.1;8.1;0.4;8.9;3.1;0.2;8.4;15.4;0.0;0.0
05.08.2021 04:00;29.9;4.3;0.4;9.5;2.7;0.1;4.4;15.5;0.0;0.0
05.08.2021 05:00;28.1;4.3;0.3;8.8;2.4;0.1;4.5;14.9;0.1;0.0
05.08.2021 06:00;22.8;5.7;0.4;9.0;2.3;0.1;6.0;14.6;0.0;10.8
05.08.2021 07:00;22.0;6.9;1.0;8.3;2.2;0.2;10.2;15.5;0.0;157.3
05.08.2021 08:00;26.1;5.4;1.9;7.8;1.9;0.2;9.7;16.8;0.0;341.7
05.08.2021 09:00;31.9;4.2;1.6;7.5;1.8;0.2;7.9;18.8;0.0;507.2
05.08.2021 10:00;39.6;4.3;0.9;5.1;1.3;0.1;6.9;20.1;0.0;508.8
05.08.2021 11:00;45.9;3.5;0.7;5.6;1.4;0.1;4.9;21.7;0.0;663.3
05.08.2021 12:00;56.9;3.2;0.6;5.0;1.4;0.1;4.2;23.6;0.0;876.7
05.08.2021 13:00;64.8;3.2;0.5;5.1;1.4;0.2;4.3;24.8;0.0;795.2
05.08.2021 14:00;71.0;3.4;0.6;4.7;1.5;0.1;4.3;24.9;0.0;907.0
05.08.2021 15:00;77.8;2.0;0.4;3.7;1.1;0.1;2.4;25.9;0.0;821.5
05.08.2021 16:00;75.2;2.1;0.3;3.3;1.1;0.1;2.5;25.7;0.0;550.5
05.08.2021 17:00;84.4;2.9;0.4;5.1;1.7;0.1;3.3;26.0;0.0;442.3
05.08.2021 18:00;86.7;2.6;0.4;6.3;2.0;0.1;2.9;26.1;0.0;336.7
05.08.2021 19:00;62.1;2.6;0.4;5.5;2.1;0.2;2.8;24.7;0.0;155.2
05.08.2021 20:00;50.0;7.4;0.3;8.7;2.3;0.2;7.6;22.1;0.0;15.0
05.08.2021 21:00;38.0;8.4;0.3;8.5;2.5;0.2;8.6;19.9;0.0;0.0
05.08.2021 22:00;40.3;6.7;0.2;7.3;2.4;0.2;6.7;19.8;0.0;0.0
05.08.2021 23:00;29.4;5.6;0.3;8.7;2.6;0.2;5.8;17.4;0.0;0.0
06.08.2021 00:00;23.4;5.1;0.3;9.2;2.8;0.2;5.1;16.4;0.0;0.0
06.08.2021 01:00;22.6;5.0;0.5;9.8;2.9;0.2;5.1;16.4;0.0;0.0
06.08.2021 02:00;26.0;4.5;0.8;9.0;2.8;0.2;4.3;16.5;0.0;0.0
06.08.2021 03:00;24.1;4.2;0.7;9.2;3.0;0.2;4.1;15.3;0.0;0.0
06.08.2021 04:00;25.5;4.7;0.7;8.9;2.9;0.1;4.6;14.9;0.0;0.0
06.08.2021 05:00;21.1;4.3;0.6;11.5;3.2;0.1;4.5;14.1;0.0;0.0
06.08.2021 06:00;17.7;11.0;0.6;10.9;3.3;0.3;15.8;14.1;0.0;10.5
06.08.2021 07:00;18.1;10.7;1.0;11.4;3.6;0.4;16.7;15.3;0.0;153.2
06.08.2021 08:00;30.0;9.7;1.8;10.8;3.4;0.3;15.6;17.6;0.0;334.7
06.08.2021 09:00;40.2;6.1;1.8;8.4;2.9;0.2;9.6;19.7;0.0;510.8
06.08.2021 10:00;48.5;4.7;1.5;7.8;3.0;0.2;7.2;21.1;0.0;665.7
06.08.2021 11:00;58.1;4.5;1.0;7.3;2.9;0.2;6.2;22.7;0.0;783.0
06.08.2021 12:00;67.8;2.9;0.6;6.0;2.6;0.2;3.9;24.3;0.0;866.5
06.08.2021 13:00;75.4;2.3;0.4;5.6;2.4;0.1;2.2;25.1;0.0;891.0
06.08.2021 14:00;80.9;3.1;0.4;6.2;2.7;0.1;3.6;25.6;0.0;837.0
06.08.2021 15:00;102.1;4.0;0.5;8.7;3.7;0.3;4.6;26.9;0.0;787.0
06.08.2021 16:00;111.0;4.4;0.5;9.5;4.5;0.3;5.0;27.4;0.0;658.8
06.08.2021 17:00;121.5;4.7;0.5;9.7;5.2;0.4;5.2;27.1;0.0;499.0
06.08.2021 18:00;118.1;4.9;0.5;10.3;5.2;0.4;5.2;26.4;0.0;313.7
06.08.2021 19:00;109.2;5.8;0.6;12.5;5.7;0.4;6.0;24.9;0.0;147.3
06.08.2021 20:00;90.2;5.2;0.4;10.6;5.6;0.4;4.9;22.3;0.0;12.0
